tiempo,y,vy,velocidad_ruedas,fuerza_ruedas
1771238570.2036273,0.8807730152687612,2.142659233878506,1.98,121.2121212121212
1771238570.2119558,0.8986353356480106,2.1445444562005123,1.98,121.2121212121212
1771238570.2161288,0.9075577413842817,2.1413773767050723,1.98,121.2121212121212
1771238570.2202933,0.9164738750794125,2.1398720868313896,1.98,121.2121212121212
1771238570.2244859,0.9254011700424315,2.142550791124568,1.98,121.2121212121212
1771238570.228623,0.9343388698245306,2.145047947703792,1.98,121.2121212121212
1771238570.2327797,0.9432617271339863,2.1414857542693397,1.98,121.2121212121212
1771238570.236965,0.9521794565282172,2.1402550546154258,1.98,121.2121212121212
1771238570.2411504,0.9611076209797806,2.142759468375232,1.98,121.2121212121212
1771238570.2453084,0.9700438002004133,2.1446830129518366,1.98,121.2121212121212
1771238570.2536504,0.9878735116613457,2.1377973168389066,1.98,121.2121212121212
1771238570.2578108,0.996805635147299,2.1437096366287856,1.98,121.2121212121212
1771238570.2619603,1.0057427706842352,2.1449125288646798,1.98,121.2121212121212
1771238570.2661152,1.0146649431024652,2.1413213803752034,1.98,121.2121212121212
1771238570.270293,1.023575558927057,2.1385477979019982,1.98,121.2121212121212
1771238570.2744741,1.0325086838494313,2.143949981369814,1.98,121.2121212121212
1771238570.2786407,1.0414454343178892,2.1448201124298687,1.98,121.2121212121212
1771238570.2827954,1.050368556871549,2.1415494128783643,1.98,121.2121212121212
1771238570.2911355,1.0682176818377707,2.1439343938309725,1.98,121.2121212121212
1771238570.2952943,1.0771517813574771,2.1441838847295434,1.98,121.2121212121212
1771238570.2994857,1.0860860054019639,2.1442137706768056,1.98,121.2121212121212
1771238570.3036385,1.0950079646366002,2.1412702163126993,1.98,121.2121212121212
1771238570.3078084,1.1039417276532975,2.144103124007357,1.98,121.2121212121212
1771238570.3119836,1.1128734774747242,2.1436199571424037,1.98,121.2121212121212
1771238570.3161452,1.1218000012052738,2.142365695331876,1.98,121.2121212121212
1771238570.3203971,1.1307192086431492,2.1406097850901062,1.98,121.2121212121212
1771238570.32866,1.1485813299034358,2.142629473626467,1.98,121.2121212121212
1771238570.3327847,1.1575090808091242,2.1426602173652007,1.98,121.2121212121212
1771238570.336954,1.1664286747101829,2.14070253625407,1.98,121.2121212121212
1771238570.3411386,1.1753618764284561,2.1439684123856124,1.98,121.2121212121212
1771238570.3452883,1.1842833331746954,2.141149619097392,1.98,121.2121212121212
1771238570.3494704,1.1932104343428516,2.1425042803575103,1.98,121.2121212121212
1771238570.353631,1.2021292549047036,2.140516934844486,1.98,121.2121212121212
1771238570.3578098,1.2110435636460612,2.1394340979258364,1.98,121.2121212121212
1771238570.3661397,1.2288857672067455,2.1407536090801487,1.98,121.2121212121212
1771238570.3703196,1.237804554668244,2.140508990759622,1.98,121.2121212121212
1771238570.3744743,1.2467386286005246,2.1441777437473686,1.98,121.2121212121212
1771238570.3786504,1.2556604863327585,2.1412458557361034,1.98,121.2121212121212
1771238570.3828158,1.2645895116660435,2.142966079988407,1.98,121.2121212121212
1771238570.3869758,1.273510277447159,2.140983787467724,1.98,121.2121212121212
1771238570.391129,1.282445539724111,2.1444629464685017,1.98,121.2121212121212
1771238570.395288,1.2913679267343017,2.1413728824457485,1.98,121.2121212121212
1771238570.3994563,1.3002949751351585,2.142491616205633,1.98,121.2121212121212
1771238570.4077907,1.318155259657549,2.1445138028605615,1.98,121.2121212121212
1771238570.4119577,1.3270774590791818,2.1413278611919053,1.98,121.2121212121212
1771238570.4161263,1.3360023573380428,2.1419755821266224,1.98,121.2121212121212
1771238570.4203172,1.3449270393786354,2.141923689742208,1.98,121.2121212121212
1771238570.4244888,1.3538612798400211,2.144217710732583,1.98,121.2121212121212
1771238570.4286427,1.362783148263535,2.1412484216433256,1.98,121.2121212121212
1771238570.432809,1.3717073063534497,2.1417979415795307,1.98,121.2121212121212
1771238570.4369984,1.380634515235236,2.142530131628718,1.98,121.2121212121212
1771238570.4453197,1.3984790632065456,2.1414710909136834,1.98,121.2121212121212
1771238570.4494925,1.407394232215416,2.1396405621288954,1.98,121.2121212121212
1771238570.4536557,1.4163203121373535,2.1422591812650036,1.98,121.2121212121212
1771238570.4577992,1.425257832183926,2.145004811177397,1.98,121.2121212121212
1771238570.461937,1.4341805248970902,2.1414462511594285,1.98,121.2121212121212
1771238570.466131,1.443084120664581,2.136862984197798,1.98,121.2121212121212
1771238570.4703069,1.4520143514455779,2.1432553874392237,1.98,121.2121212121212
1771238570.4744723,1.4609513725273426,2.1448850596235394,1.98,121.2121212121212
1771238570.4828146,1.4787814267035038,2.1383164452402306,1.98,121.2121212121212
1771238570.4869678,1.4877151580794752,2.1440955302331166,1.98,121.2121212121212
1771238570.4911194,1.4966531798674443,2.145125229112597,1.98,121.2121212121212
1771238570.4952765,1.5055840938203724,2.1434193487027695,1.98,121.2121212121212
1771238570.4994743,1.514502057479018,2.140311278074924,1.98,121.2121212121212
1771238570.5036085,1.5234339968945638,2.1436654597309768,1.98,121.2121212121212
1771238570.5078034,1.5323695891662168,2.1445421451966933,1.98,121.2121212121212
1771238570.511948,1.5413097215969138,2.145631783367308,1.98,121.2121212121212
1771238570.5161572,1.5502308833724425,2.1410788261268836,1.98,121.2121212121212
1771238570.524483,1.568097798027687,2.1437321533588007,1.98,121.2121212121212
1771238570.5286405,1.5770289855178417,2.1434849976371586,1.98,121.2121212121212
1771238570.5327995,1.5859481036486984,2.1405883514056314,1.98,121.2121212121212
1771238570.5369785,1.5948807870597779,2.1438440186590726,1.98,121.2121212121212
1771238570.5411386,1.603808738691077,2.1427083915118406,1.98,121.2121212121212
1771238570.5453184,1.6127348024859036,2.1422553107583595,1.98,121.2121212121212
1771238570.5494936,1.6216521927649188,2.140173666963624,1.98,121.2121212121212
1771238570.5536458,1.630584430707818,2.143737106295833,1.98,121.2121212121212
1771238570.5619667,1.6484341132460574,2.1420315973170005,1.98,121.2121212121212
1771238570.566117,1.6573496105026027,2.139719341570869,1.98,121.2121212121212
1771238570.5703156,1.666264303231893,2.1395262550296366,1.98,121.2121212121212
1771238570.5744762,1.6751863774249416,2.141297806331708,1.98,121.2121212121212
1771238570.578642,1.6841062743815614,2.1407752695887488,1.98,121.2121212121212
1771238570.5828116,1.6930244230759852,2.1403556866617017,1.98,121.2121212121212
1771238570.5869672,1.7019590508718028,2.1443106709961977,1.98,121.2121212121212
1771238570.59115,1.7108813230694124,2.1413453274263397,1.98,121.2121212121212
1771238570.5994816,1.728728306696866,2.140523634056629,1.98,121.2121212121212
1771238570.6036155,1.7376624257534867,2.144188573588998,1.98,121.2121212121212
1771238570.6077933,1.7465847988648382,2.1413695467243445,1.98,121.2121212121212
1771238570.611947,1.7555127286976282,2.142703159869615,1.98,121.2121212121212
1771238570.6161358,1.7644375072125213,2.1419468435743436,1.98,121.2121212121212
1771238570.620306,1.7733737957067797,2.1447092386219757,1.98,121.2121212121212
1771238570.6244657,1.7822971258859321,2.1415992429965742,1.98,121.2121212121212
1771238570.6286302,1.7912228972553954,2.142185128671198,1.98,121.2121212121212
1771238570.6328304,1.8001472199722632,2.141837452048277,1.98,121.2121212121212
1771238570.6411486,1.8180045432481884,2.141447535043048,1.98,121.2121212121212
1771238570.6453042,1.8269282384275234,2.1416868430403975,1.98,121.2121212121212
1771238570.649522,1.8358548605955047,2.142389320315541,1.98,121.2121212121212
1771238570.6536753,1.8447755405784947,2.1409631959175734,1.98,121.2121212121212
1771238570.657814,1.8536987223687913,2.141563629671179,1.98,121.2121212121212
1771238570.6619914,1.8626234391274767,2.1419320220845233,1.98,121.2121212121212
1771238570.6661575,1.871550901160497,2.142590887924872,1.98,121.2121212121212
1771238570.6703308,1.8804831770482295,2.1437462130558087,1.98,121.2121212121212
1771238570.678655,1.8983186629323436,2.139159000549542,1.98,121.2121212121212
1771238570.6828184,1.9072441185202185,2.1421093410899363,1.98,121.2121212121212
1771238570.6869965,1.9161763093328996,2.143725795043451,1.98,121.2121212121212
1771238570.6911485,1.9250978001178303,2.141157788383351,1.98,121.2121212121212
1771238570.6953278,1.9340041172174751,2.1375161039147654,1.98,121.2121212121212
1771238570.699475,1.9429357235454787,2.1435855187208697,1.98,121.2121212121212
1771238570.7036414,1.9518728201088897,2.144903175218631,1.98,121.2121212121212
1771238570.707778,1.9607954444625773,2.1414298448849824,1.98,121.2121212121212
1771238570.7161224,1.9786453562411506,2.143943015187669,1.98,121.2121212121212
1771238570.7202854,1.9875817931447934,2.1447448568743046,1.98,121.2121212121212
1771238570.7244496,1.996512889348657,2.1434630889272652,1.98,121.2121212121212
1771238570.7286398,2.005431566561865,2.1404825311699875,1.98,121.2121212121212
1771238570.7327943,2.0143634634782557,2.143655259933768,1.98,121.2121212121212
1771238570.736969,2.023296332374957,2.143888535208384,1.98,121.2121212121212
1771238570.7411227,2.0322291207873517,2.143869218974742,1.98,121.2121212121212
1771238570.745305,2.04115106554732,2.1412667423924776,1.98,121.2121212121212
1771238570.7494671,2.0500848924612076,2.1441184593330096,1.98,121.2121212121212
1771238570.7577703,2.067940860845475,2.1418976742706897,1.98,121.2121212121212
1771238570.7619843,2.076857303848584,2.139946320746207,1.98,121.2121212121212
1771238570.7661529,2.0857785066251995,2.141088666387736,1.98,121.2121212121212
1771238570.770309,2.0947028733427047,2.1418480122012804,1.98,121.2121212121212
1771238570.7744782,2.1036234851585336,2.1409468357989776,1.98,121.2121212121212
1771238570.7786725,2.1125420691760874,2.140460164212959,1.98,121.2121212121212
1771238570.7828288,2.1214681201710266,2.1422522387854115,1.98,121.2121212121212
1771238570.786994,2.1303947096390616,2.14238147232837,1.98,121.2121212121212
1771238570.79532,2.1482326571721897,2.139484551321662,1.98,121.2121212121212
1771238570.799487,2.157166399172158,2.1440980799924576,1.98,121.2121212121212
1771238570.8036587,2.166088355874953,2.1412696086706826,1.98,121.2121212121212
1771238570.8078234,2.175006881699927,2.1404461979937928,1.98,121.2121212121212
1771238570.811994,2.1839268166530488,2.140784388749192,1.98,121.2121212121212
1771238570.8161552,2.192849721002013,2.141497043751461,1.98,121.2121212121212
1771238570.8203208,2.2017716181702864,2.141255320385603,1.98,121.2121212121212
1771238570.824483,2.2106912486241375,2.1407113089241965,1.98,121.2121212121212
1771238570.8328173,2.2285369526973393,2.1423187406043174,1.98,121.2121212121212
1771238570.8369806,2.237459583770615,2.1414314575860858,1.98,121.2121212121212
1771238570.841162,2.2463883869850547,2.1429127714655967,1.98,121.2121212121212
1771238570.8453043,2.2553110217726964,2.141432349033977,1.98,121.2121212121212
1771238570.8494725,2.2642470431592945,2.144645132783589,1.98,121.2121212121212
1771238570.853615,2.273170013005214,2.141512763020689,1.98,121.2121212121212
1771238570.8577962,2.282098887238178,2.14292981591132,1.98,121.2121212121212
1771238570.861973,2.2910241908654467,2.142072870544517,1.98,121.2121212121212
1771238570.870286,2.3088828169841618,2.1415667500598223,1.98,121.2121212121212
1771238570.8744943,2.3178122306239612,2.143059273551826,1.98,121.2121212121212
1771238570.8786592,2.3267403554337145,2.1427499543407573,1.98,121.2121212121212
1771238570.8828244,2.3356620348455834,2.14120305884851,1.98,121.2121212121212
1771238570.8869855,2.3445856004248804,2.1416557390312216,1.98,121.2121212121212
1771238570.891158,2.3535037840581126,2.140364071975707,1.98,121.2121212121212
1771238570.8953514,2.36242878433194,2.142000065718514,1.98,121.2121212121212
1771238570.8994966,2.3713652371906875,2.144748686099444,1.98,121.2121212121212
1771238570.903642,2.380285216102859,2.140794938921151,1.98,121.2121212121212
1771238570.9119866,2.3981183969331608,2.1429096305123094,1.98,121.2121212121212
1771238570.9161298,2.4070558166979494,2.144980743549295,1.98,121.2121212121212
1771238570.9202824,2.41597720579684,2.141133383733717,1.98,121.2121212121212
1771238570.9244902,2.42488495288488,2.13785930112967,1.98,121.2121212121212
1771238570.9286377,2.4338170101486876,2.143693743313813,1.98,121.2121212121212
1771238570.9328063,2.442754210095189,2.1449279871603837,1.98,121.2121212121212
1771238570.9369607,2.4516767689862045,2.141414133843646,1.98,121.2121212121212
1771238570.9411545,2.460588365052957,2.138783056020677,1.98,121.2121212121212
1771238570.9494615,2.4784552866297815,2.1443407531656495,1.98,121.2121212121212
1771238570.953645,2.4873889944027727,2.14408986551784,1.98,121.2121212121212
1771238570.9578037,2.4963091744378456,2.1408432084174502,1.98,121.2121212121212
1771238570.9619744,2.5052418587872265,2.1438442438513636,1.98,121.2121212121212
1771238570.9661503,2.5141743986390934,2.1438095644480293,1.98,121.2121212121212
1771238570.970307,2.5231007695083547,2.1423290086227613,1.98,121.2121212121212
1771238570.974504,2.5320177586051225,2.1400773832242592,1.98,121.2121212121212
1771238570.97864,2.5409513185582426,2.144054388748832,1.98,121.2121212121212
1771238570.986937,2.5588078681186275,2.1426614861025026,1.98,121.2121212121212
1771238570.991123,2.567725371074418,2.1402007093897817,1.98,121.2121212121212
1771238570.9952955,2.576657765297725,2.1437746135937203,1.98,121.2121212121212
1771238570.9994612,2.585581749732186,2.1417562642705787,1.98,121.2121212121212
1771238571.0036278,2.594508840824073,2.142501862052787,1.98,121.2121212121212
1771238571.0077937,2.6034249525094446,2.1398668044891767,1.98,121.2121212121212
1771238571.011982,2.612335457473018,2.1385211912576363,1.98,121.2121212121212
1771238571.016152,2.621258199980515,2.1414582017992734,1.98,121.2121212121212
1771238571.0203059,2.630178183253467,2.1407959855084937,1.98,121.2121212121212
1771238571.0286474,2.648027783225512,2.144033798333018,1.98,121.2121212121212
1771238571.0328202,2.6569501616716558,2.14137082707457,1.98,121.2121212121212
1771238571.0369916,2.665879040961751,2.14293102962294,1.98,121.2121212121212
1771238571.0411406,2.674797327660594,2.140388807722311,1.98,121.2121212121212
1771238571.04529,2.68373200892194,2.144323502723049,1.98,121.2121212121212
1771238571.049464,2.6926549999294904,2.141517841812134,1.98,121.2121212121212
1771238571.0536184,2.701582104556561,2.14250511049696,1.98,121.2121212121212
1771238571.0578136,2.7105051916752028,2.1415409084740213,1.98,121.2121212121212
1771238571.0661244,2.728363107396292,2.1414801216990464,1.98,121.2121212121212
1771238571.070298,2.7372881895035275,2.1420197057364954,1.98,121.2121212121212
1771238571.0744886,2.7462111978885697,2.1415220124101486,1.98,121.2121212121212
1771238571.0786414,2.7551450595235902,2.1441267924048946,1.98,121.2121212121212
1771238571.0828078,2.7640677242066003,2.141439523922396,1.98,121.2121212121212
1771238571.0869734,2.7729908330379693,2.141546119528544,1.98,121.2121212121212
1771238571.0911682,2.781916445092158,2.14214689300534,1.98,121.2121212121212
1771238571.0953293,2.7908356921274837,2.140619288478207,1.98,121.2121212121212
1771238571.103651,2.808683965261857,2.1419208535644647,1.98,121.2121212121212
1771238571.107812,2.8176101246513956,2.142278253489294,1.98,121.2121212121212
1771238571.1119845,2.8265421792861525,2.143693112341632,1.98,121.2121212121212
1771238571.1161325,2.835465453623284,2.141585840911597,1.98,121.2121212121212
1771238571.120312,2.844377232227879,2.138826865102733,1.98,121.2121212121212
1771238571.1244912,2.8533024298796437,2.1420474364235447,1.98,121.2121212121212
1771238571.1286657,2.862234837149659,2.143777744803633,1.98,121.2121212121212
1771238571.1328328,2.8711575395478866,2.141448575574634,1.98,121.2121212121212
1771238571.1369839,2.880063830894787,2.137509923256143,1.98,121.2121212121212
1771238571.1453059,2.897934160616389,2.1451474891495557,1.98,121.2121212121212
1771238571.14945,2.9068574115900443,2.1415802336772582,1.98,121.2121212121212
1771238571.153644,2.9157727370398687,2.1396781079578107,1.98,121.2121212121212
1771238571.1577835,2.924704607407908,2.143648888329472,1.98,121.2121212121212
1771238571.1619537,2.9336402103283774,2.14454470091259,1.98,121.2121212121212
1771238571.1661036,2.942570578845974,2.143288444223206,1.98,121.2121212121212
1771238571.1702986,2.9514895088080073,2.1405431908879824,1.98,121.2121212121212
1771238571.1744576,2.960422035981007,2.1438065215198843,1.98,121.2121212121212
1771238571.1827772,2.9783009593229246,2.1464143458053724,1.98,121.2121212121212
1771238571.186972,2.987221681720614,2.1409733754455007,1.98,121.2121212121212
1771238571.1911287,2.9961558328638285,2.1441962743714367,1.98,121.2121212121212
1771238571.195319,3.005087394669694,2.143574833407693,1.98,121.2121212121212
1771238571.199488,3.014017879885902,2.1433164518898913,1.98,121.2121212121212
1771238571.2036698,3.022934284140784,2.1399370211716966,1.98,121.2121212121212
1771238571.2078104,3.031865921248495,2.1435929058506673,1.98,121.2121212121212
1771238571.212025,3.040787281009003,2.1411263425219014,1.98,121.2121212121212
1771238571.2203407,3.0586264180364715,2.139272782483922,1.98,121.2121212121212
1771238571.2245042,3.0675591436475607,2.143854146661369,1.98,121.2121212121212
1771238571.228661,3.0764815859096033,2.1413861428902377,1.98,121.2121212121212
1771238571.2328305,3.0854053168667432,2.1416954297136086,1.98,121.2121212121212
1771238571.2370262,3.0943188500626393,2.1392479670150584,1.98,121.2121212121212
1771238571.2411559,3.1032323682226086,2.1392443583926495,1.98,121.2121212121212
1771238571.2453232,3.1121546972308476,2.1413589619773234,1.98,121.2121212121212
1771238571.249481,3.121072792858909,2.140342950734771,1.98,121.2121212121212
1771238571.2578385,3.1389176709050868,2.1420361364098754,1.98,121.2121212121212
1771238571.2619894,3.1478406741555416,2.1415207801091145,1.98,121.2121212121212
1771238571.2661767,3.156764197972321,2.141645716027096,1.98,121.2121212121212
1771238571.2703195,3.1656821047106956,2.140297617209855,1.98,121.2121212121212
1771238571.274477,3.1746096444822824,2.1426095451808895,1.98,121.2121212121212
1771238571.278649,3.183533487204818,2.141722253408583,1.98,121.2121212121212
1771238571.2828205,3.192458134967813,2.1419154631188477,1.98,121.2121212121212
1771238571.2869866,3.2013767290610375,2.140462582373827,1.98,121.2121212121212
1771238571.2911296,3.21031148138374,2.1443405574486016,1.98,121.2121212121212
1771238571.2995331,3.2281627079397683,2.1426712006403035,1.98,121.2121212121212
1771238571.303655,3.237084218104417,2.141162439515732,1.98,121.2121212121212
1771238571.3078208,3.246010154540154,2.1422247445768425,1.98,121.2121212121212
1771238571.31198,3.254934142726281,2.1417571646705156,1.98,121.2121212121212
1771238571.316163,3.2638632155003817,2.142977465784153,1.98,121.2121212121212
1771238571.3203177,3.272787445301328,2.141815152227115,1.98,121.2121212121212
1771238571.3244758,3.2817235964699103,2.1446762804598047,1.98,121.2121212121212
1771238571.328653,3.2906468464735363,2.1415800008702703,1.98,121.2121212121212
1771238571.3369954,3.3084995042811802,2.1424638714767177,1.98,121.2121212121212
1771238571.3411741,3.317426356536175,2.1424445411987985,1.98,121.2121212121212
1771238571.3453104,3.3263490120390387,2.1414373206872437,1.98,121.2121212121212
1771238571.349494,3.3352660342436677,2.140085329110965,1.98,121.2121212121212
1771238571.3536363,3.344193858047573,2.1426777129372554,1.98,121.2121212121212
1771238571.3577893,3.3531308831118607,2.144886015428954,1.98,121.2121212121212
1771238571.3619537,3.3620544177845173,2.1416483214376236,1.98,121.2121212121212
1771238571.366121,3.370960635129549,2.1374921628076797,1.98,121.2121212121212
1771238571.3744764,3.388829840143007,2.145043565935928,1.98,121.2121212121212
1771238571.378668,3.3977527963620116,2.1415094925610316,1.98,121.2121212121212
1771238571.382843,3.4066626034433494,2.1383536995210948,1.98,121.2121212121212
1771238571.3869734,3.4155948011414137,2.143727447535465,1.98,121.2121212121212
1771238571.3911376,3.4245305902908347,2.1445893958610527,1.98,121.2121212121212
1771238571.3953073,3.433464262558995,2.1440813443583897,1.98,121.2121212121212
1771238571.3994868,3.4423842479916202,2.1407965038301238,1.98,121.2121212121212
1771238571.4036286,3.4513187772403184,2.1442870196876047,1.98,121.2121212121212
1771238571.4077995,3.4602525549404266,2.1441066480259785,1.98,121.2121212121212
1771238571.4161386,3.4780923741987584,2.139459654213521,1.98,121.2121212121212
1771238571.42029,3.4870240385100675,2.1435994347141727,1.98,121.2121212121212
1771238571.4244874,3.495950664564716,2.1423902531155905,1.98,121.2121212121212
1771238571.4286346,3.504880828789638,2.14323941398132,1.98,121.2121212121212
1771238571.4328256,3.513797098669181,2.139904771090436,1.98,121.2121212121212
1771238571.4369667,3.522729543755204,2.143786820645509,1.98,121.2121212121212
1771238571.4411318,3.53165638948763,2.142442975782228,1.98,121.2121212121212
1771238571.4453113,3.540582859867348,2.142352891132315,1.98,121.2121212121212
1771238571.4536204,3.558427505551859,2.143794525066715,1.98,121.2121212121212
1771238571.4577782,3.5673514033780562,2.1417354782873415,1.98,121.2121212121212
1771238571.4619648,3.576268679592374,2.1401462914363494,1.98,121.2121212121212
1771238571.4661603,3.5851802027057955,2.138765547221106,1.98,121.2121212121212
1771238571.4702952,3.5941122406115813,2.1436890973885836,1.98,121.2121212121212
1771238571.4744923,3.6030343143308063,2.1412976926139655,1.98,121.2121212121212
1771238571.4786565,3.611960927024348,2.1423870464499486,1.98,121.2121212121212
1771238571.4828188,3.6208753336539736,2.139457591110252,1.98,121.2121212121212
1771238571.4911509,3.6387329252186142,2.1417155944245305,1.98,121.2121212121212
1771238571.49532,3.647658320777359,2.1420949340988393,1.98,121.2121212121212
1771238571.4994867,3.6565748733050834,2.139972606653758,1.98,121.2121212121212
